age,balance,duration,job,marital,education,default,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
45,16,59,management,single,tertiary,no,no,no,cellular,31,jul,2,-1,0,unknown,no
42,-422,31,blue-collar,married,secondary,no,no,no,cellular,9,jul,1,-1,0,unknown,no
45,248,212,admin.,married,secondary,no,no,no,cellular,16,jul,2,-1,0,unknown,no
47,145,157,technician,married,primary,no,yes,no,unknown,7,may,6,-1,0,unknown,no
60,598,96,retired,divorced,secondary,no,no,yes,cellular,8,jul,1,-1,0,unknown,no
35,949,245,management,married,tertiary,no,yes,no,unknown,27,may,2,-1,0,unknown,no
31,614,72,technician,single,tertiary,no,no,no,cellular,11,aug,4,-1,0,unknown,no
33,1209,700,blue-collar,married,primary,no,yes,no,cellular,16,apr,1,-1,0,unknown,no
50,202,107,self-employed,married,tertiary,no,yes,no,cellular,15,apr,1,148,4,failure,no
51,1840,312,blue-collar,married,secondary,no,yes,no,cellular,18,aug,3,-1,0,unknown,no
34,114,153,technician,married,secondary,no,yes,yes,cellular,4,jun,1,309,3,other,no
56,-229,55,services,married,secondary,no,no,yes,cellular,23,jul,10,-1,0,unknown,no
29,182,38,services,married,secondary,no,yes,no,telephone,13,may,3,-1,0,unknown,no
31,401,96,blue-collar,married,secondary,no,no,no,cellular,14,aug,3,-1,0,unknown,no
44,759,397,technician,divorced,unknown,no,yes,no,unknown,23,may,1,-1,0,unknown,no
55,4194,208,retired,married,secondary,no,no,yes,telephone,30,jul,3,-1,0,unknown,no
35,0,122,student,single,unknown,no,no,no,telephone,28,jan,3,-1,0,unknown,no
36,629,109,technician,married,tertiary,no,yes,yes,cellular,29,dec,1,246,1,failure,no
54,153,74,retired,married,secondary,no,yes,yes,unknown,26,may,1,-1,0,unknown,no
32,553,72,management,married,tertiary,no,yes,no,cellular,22,jul,1,-1,0,unknown,no
36,1057,383,management,divorced,tertiary,no,no,no,cellular,5,feb,2,-1,0,unknown,no
60,78,113,retired,married,secondary,no,yes,no,unknown,12,may,3,-1,0,unknown,no
32,-28,400,technician,single,secondary,no,no,yes,unknown,4,jul,1,-1,0,unknown,no
57,929,387,management,married,tertiary,no,no,no,cellular,19,aug,8,-1,0,unknown,no
34,428,59,blue-collar,married,primary,no,yes,no,cellular,18,may,2,-1,0,unknown,no
27,268,528,student,single,secondary,no,yes,no,cellular,13,may,1,358,2,failure,no
52,83,1223,management,single,tertiary,no,no,no,cellular,26,aug,6,-1,0,unknown,yes
45,998,38,admin.,divorced,unknown,no,yes,no,telephone,30,jul,2,-1,0,unknown,no
58,2223,1139,admin.,single,secondary,no,no,no,cellular,4,dec,2,114,1,success,no
39,6,286,blue-collar,single,primary,no,yes,no,cellular,19,nov,2,-1,0,unknown,no
48,312,369,blue-collar,single,secondary,no,yes,yes,cellular,3,feb,2,-1,0,unknown,no
36,0,333,management,single,secondary,no,no,no,cellular,13,aug,5,-1,0,unknown,no
31,691,198,technician,single,secondary,no,yes,no,cellular,8,may,1,-1,0,unknown,no
41,771,106,management,married,tertiary,no,yes,no,cellular,26,aug,8,-1,0,unknown,no
30,192,423,self-employed,single,secondary,no,no,no,cellular,22,jul,1,-1,0,unknown,no
57,0,116,retired,married,tertiary,no,no,no,cellular,12,aug,4,-1,0,unknown,no
29,1070,30,admin.,single,secondary,no,yes,no,unknown,19,may,1,357,1,other,yes
29,84,1101,services,divorced,secondary,no,yes,no,cellular,13,apr,2,-1,0,unknown,yes
30,2,102,management,single,tertiary,no,no,no,cellular,16,jun,1,85,1,failure,no
44,1242,384,management,married,tertiary,no,yes,no,cellular,6,aug,6,-1,0,unknown,no
33,5969,156,student,single,unknown,no,no,no,cellular,4,sep,2,127,8,failure,no
56,3337,99,admin.,divorced,secondary,no,yes,no,telephone,17,nov,3,-1,0,unknown,no
26,1347,280,services,single,secondary,no,no,no,telephone,18,jun,6,92,5,other,yes
52,64,20,technician,married,secondary,no,no,no,telephone,29,aug,2,-1,0,unknown,no
32,249,258,management,single,secondary,no,yes,no,unknown,2,jun,1,-1,0,unknown,no
36,0,85,technician,single,secondary,no,no,no,cellular,29,aug,6,-1,0,unknown,no
26,128,355,blue-collar,married,secondary,no,no,no,unknown,4,jul,1,-1,0,unknown,no
37,196,66,blue-collar,married,secondary,no,yes,no,unknown,5,jun,3,-1,0,unknown,no
34,351,467,technician,married,secondary,no,yes,no,cellular,18,jul,1,-1,0,unknown,no
26,5533,582,services,single,secondary,no,yes,no,cellular,7,may,2,283,4,failure,no
32,38,744,services,married,secondary,no,yes,no,cellular,15,may,1,-1,0,unknown,yes
30,35,185,management,single,tertiary,yes,no,no,cellular,30,jul,4,-1,0,unknown,no
27,235,13,technician,single,secondary,no,yes,no,cellular,12,may,5,-1,0,unknown,no
42,30,98,admin.,single,secondary,no,yes,no,cellular,4,feb,1,266,3,failure,no
33,92,127,blue-collar,single,primary,no,yes,no,unknown,9,may,1,-1,0,unknown,no
37,67,45,blue-collar,married,secondary,no,no,no,unknown,3,jun,2,-1,0,unknown,no
45,4022,244,blue-collar,married,secondary,no,yes,no,cellular,29,jan,3,-1,0,unknown,no
36,3057,2769,entrepreneur,married,tertiary,no,no,no,unknown,16,jun,4,-1,0,unknown,yes
39,0,561,management,single,tertiary,no,yes,no,cellular,12,may,4,369,3,failure,no
33,349,182,management,single,tertiary,no,no,no,cellular,22,aug,1,-1,0,unknown,no
47,2322,618,services,married,secondary,no,no,no,cellular,22,aug,1,-1,0,unknown,no
49,167,198,entrepreneur,married,secondary,no,yes,yes,unknown,6,may,3,-1,0,unknown,no
46,558,126,management,divorced,secondary,no,no,no,cellular,19,aug,6,-1,0,unknown,no
31,-230,715,services,married,secondary,no,yes,yes,cellular,16,jul,1,-1,0,unknown,no
43,4094,63,unemployed,divorced,secondary,no,yes,no,cellular,21,nov,1,-1,0,unknown,no
30,239,412,blue-collar,single,secondary,yes,yes,no,unknown,21,may,1,-1,0,unknown,yes
43,497,66,management,divorced,tertiary,no,no,no,cellular,13,may,1,363,22,failure,no
42,179,96,blue-collar,married,secondary,no,yes,no,cellular,17,nov,1,-1,0,unknown,no
30,305,633,admin.,single,tertiary,no,no,no,cellular,30,apr,1,85,2,success,yes
33,-67,364,management,single,tertiary,no,yes,no,unknown,5,may,1,-1,0,unknown,no
41,4539,298,admin.,married,secondary,no,no,no,unknown,30,may,3,-1,0,unknown,no
29,770,341,blue-collar,single,secondary,no,yes,no,cellular,17,apr,1,-1,0,unknown,no
38,-673,364,unemployed,married,secondary,no,yes,no,unknown,26,may,1,-1,0,unknown,no
29,858,234,technician,married,tertiary,no,yes,no,cellular,12,jun,7,330,1,failure,no
80,0,639,housemaid,married,primary,no,no,no,cellular,23,feb,1,189,1,failure,yes
38,5244,310,management,single,tertiary,no,no,no,cellular,8,aug,4,-1,0,unknown,no
36,117,123,blue-collar,divorced,primary,no,yes,no,unknown,2,jun,4,-1,0,unknown,no
38,846,253,self-employed,married,tertiary,no,no,no,cellular,2,jun,1,-1,0,unknown,no
44,0,96,management,married,secondary,yes,yes,no,cellular,11,jul,2,-1,0,unknown,no
31,1331,297,management,married,tertiary,no,no,no,cellular,30,apr,1,86,3,success,yes
31,31,501,services,single,secondary,no,yes,yes,unknown,26,may,2,-1,0,unknown,no
57,179,67,admin.,divorced,primary,no,yes,no,cellular,15,may,1,368,2,failure,no
37,543,281,blue-collar,married,primary,no,yes,no,unknown,21,may,1,-1,0,unknown,no
50,253,475,blue-collar,married,secondary,no,yes,yes,cellular,5,may,2,-1,0,unknown,no
60,71188,205,retired,married,primary,no,no,no,cellular,6,oct,1,-1,0,unknown,no
51,5108,272,management,married,tertiary,no,yes,no,cellular,8,oct,1,102,8,other,no
48,1738,349,blue-collar,married,secondary,no,yes,no,cellular,15,apr,1,-1,0,unknown,no
42,-97,216,blue-collar,married,primary,no,yes,no,cellular,3,feb,4,271,5,failure,no
36,199,183,blue-collar,married,secondary,no,yes,no,cellular,9,jul,1,-1,0,unknown,no
43,489,130,management,married,tertiary,no,yes,no,cellular,8,may,1,172,2,other,no
31,355,61,admin.,married,primary,no,yes,yes,unknown,4,jun,6,-1,0,unknown,no
49,-97,92,technician,single,secondary,no,yes,no,unknown,6,jun,2,-1,0,unknown,no
35,473,37,management,divorced,tertiary,no,no,yes,cellular,5,aug,2,-1,0,unknown,no
44,6649,354,entrepreneur,married,secondary,no,yes,no,cellular,19,nov,2,-1,0,unknown,no
34,263,203,self-employed,married,tertiary,no,no,no,cellular,4,may,1,78,8,other,no
46,781,152,blue-collar,married,secondary,no,no,no,unknown,13,may,1,-1,0,unknown,no
49,1032,41,blue-collar,married,primary,no,yes,no,unknown,2,jun,5,-1,0,unknown,no
32,119,20,blue-collar,married,secondary,no,no,no,cellular,4,may,5,-1,0,unknown,no
35,434,277,management,divorced,tertiary,no,yes,no,cellular,11,may,1,271,2,success,no
51,2967,83,admin.,married,secondary,no,no,no,unknown,17,jun,2,-1,0,unknown,no
57,-331,531,retired,divorced,secondary,no,yes,no,unknown,6,may,1,-1,0,unknown,no
59,1585,91,management,married,tertiary,no,no,no,telephone,28,aug,5,-1,0,unknown,no
40,4384,315,services,divorced,unknown,no,yes,no,unknown,5,may,1,-1,0,unknown,no
49,588,70,management,single,tertiary,no,no,no,cellular,28,aug,9,-1,0,unknown,no
51,3180,384,management,married,secondary,no,yes,no,cellular,9,jul,1,-1,0,unknown,no
35,0,105,admin.,married,secondary,yes,no,yes,unknown,4,jul,3,-1,0,unknown,no
29,-76,305,self-employed,married,secondary,no,yes,no,unknown,27,may,2,-1,0,unknown,no
32,152,158,services,single,secondary,no,yes,no,cellular,25,may,2,-1,0,unknown,yes
37,1040,199,housemaid,divorced,secondary,no,yes,no,cellular,13,may,1,173,2,failure,no
49,-384,25,unemployed,married,primary,no,yes,no,unknown,27,may,1,-1,0,unknown,no
45,473,147,technician,married,unknown,no,yes,no,unknown,27,may,1,-1,0,unknown,no
34,475,538,technician,single,secondary,no,yes,no,cellular,29,jul,8,-1,0,unknown,no
53,0,77,technician,married,secondary,no,no,no,cellular,22,aug,9,-1,0,unknown,no
42,149,94,entrepreneur,married,primary,no,no,no,cellular,20,aug,2,-1,0,unknown,no
43,3285,1721,technician,married,secondary,no,yes,no,unknown,13,may,2,-1,0,unknown,yes
52,424,143,retired,married,secondary,no,no,no,cellular,19,nov,1,154,3,failure,no
34,79,104,blue-collar,single,secondary,no,no,yes,cellular,20,nov,1,-1,0,unknown,no
34,674,587,technician,divorced,tertiary,no,yes,no,cellular,7,aug,2,-1,0,unknown,yes
27,0,1608,services,married,secondary,no,yes,no,cellular,22,jul,13,-1,0,unknown,yes
43,58,48,unemployed,married,tertiary,no,yes,no,cellular,9,feb,4,-1,0,unknown,no
41,532,74,technician,married,tertiary,no,yes,no,cellular,9,jul,1,-1,0,unknown,no
72,4130,427,retired,married,secondary,no,no,no,cellular,12,nov,1,-1,0,unknown,no
35,422,73,blue-collar,married,primary,no,yes,no,cellular,14,may,1,-1,0,unknown,no
41,437,14,management,married,tertiary,no,yes,no,unknown,3,jun,21,-1,0,unknown,no
36,-308,725,blue-collar,divorced,primary,no,yes,no,cellular,12,may,1,-1,0,unknown,yes
51,30,333,housemaid,married,primary,no,yes,no,cellular,14,jul,2,-1,0,unknown,no
37,137,244,self-employed,married,tertiary,no,no,no,cellular,13,aug,6,-1,0,unknown,no
42,-247,519,admin.,single,secondary,no,yes,yes,telephone,21,oct,1,166,1,other,yes
26,321,242,admin.,single,secondary,no,yes,no,cellular,22,jul,7,-1,0,unknown,no
23,250,222,services,single,secondary,no,yes,no,cellular,18,may,1,-1,0,unknown,no
50,-470,130,management,married,tertiary,no,yes,no,cellular,19,nov,2,160,1,failure,no
37,140,490,blue-collar,married,secondary,no,yes,yes,cellular,7,may,1,-1,0,unknown,no
35,2793,258,management,married,tertiary,no,no,no,cellular,20,nov,2,-1,0,unknown,no
37,410,337,management,married,tertiary,no,no,no,cellular,29,jan,2,-1,0,unknown,no
79,2628,220,retired,divorced,unknown,no,no,no,telephone,8,jul,7,450,2,failure,no
39,116,79,technician,married,secondary,no,no,no,cellular,24,aug,2,94,2,success,no
47,0,250,services,married,secondary,no,yes,no,telephone,9,jul,1,-1,0,unknown,no
44,878,130,blue-collar,married,secondary,no,yes,no,cellular,2,jun,1,-1,0,unknown,no
36,2944,882,management,single,tertiary,no,no,no,cellular,18,aug,8,-1,0,unknown,yes
33,3975,515,blue-collar,single,secondary,no,yes,yes,cellular,17,apr,1,150,1,other,no
42,96,238,services,married,secondary,no,yes,no,cellular,5,may,3,340,2,failure,no
35,2288,32,technician,single,tertiary,no,no,no,telephone,28,may,2,-1,0,unknown,no
31,472,907,blue-collar,married,secondary,no,yes,no,unknown,13,may,2,-1,0,unknown,no
58,65,162,services,married,primary,no,no,no,unknown,27,jun,1,-1,0,unknown,no
46,0,70,management,married,tertiary,no,no,no,unknown,7,may,2,-1,0,unknown,no
41,400,99,admin.,single,secondary,no,yes,no,unknown,4,jun,6,-1,0,unknown,no
58,7495,325,technician,married,secondary,no,yes,no,unknown,13,may,1,-1,0,unknown,no
33,137,305,blue-collar,married,secondary,no,no,yes,cellular,18,jul,12,-1,0,unknown,no
31,24,631,unemployed,married,secondary,no,yes,no,cellular,19,nov,1,-1,0,unknown,no
55,3450,169,technician,divorced,secondary,no,no,no,cellular,10,feb,1,183,1,failure,yes
38,311,61,technician,single,secondary,no,yes,no,cellular,28,may,2,-1,0,unknown,no
55,139,256,housemaid,married,secondary,no,no,no,cellular,22,aug,2,-1,0,unknown,no
47,0,58,management,single,tertiary,no,no,no,unknown,11,jun,3,-1,0,unknown,no
51,492,142,housemaid,married,primary,no,yes,no,unknown,20,may,3,-1,0,unknown,no
46,334,36,management,single,tertiary,no,yes,no,telephone,4,may,6,90,2,other,no
61,997,106,management,married,tertiary,no,no,no,cellular,10,mar,1,-1,0,unknown,yes
47,440,71,management,single,tertiary,no,no,no,cellular,21,aug,4,-1,0,unknown,no
34,47,132,technician,married,secondary,no,no,no,cellular,25,aug,6,-1,0,unknown,no
34,1298,120,blue-collar,married,secondary,no,yes,no,unknown,20,may,1,-1,0,unknown,no
41,3355,181,management,divorced,tertiary,no,no,no,cellular,14,oct,2,500,1,failure,no
36,-11,152,blue-collar,divorced,secondary,no,no,no,unknown,5,jun,2,-1,0,unknown,no
26,396,302,blue-collar,single,secondary,no,yes,no,unknown,28,may,1,-1,0,unknown,no
35,8,93,management,married,tertiary,no,no,no,cellular,23,apr,3,-1,0,unknown,yes
36,1409,235,blue-collar,married,secondary,no,no,no,unknown,17,jun,2,-1,0,unknown,no
26,170,129,management,single,tertiary,no,no,no,cellular,15,jun,1,-1,0,unknown,yes
58,2769,94,management,married,primary,no,yes,no,cellular,11,jul,2,-1,0,unknown,no
50,2320,310,blue-collar,married,secondary,no,yes,no,cellular,7,apr,1,-1,0,unknown,no
61,76,195,retired,married,secondary,no,yes,no,cellular,15,jul,7,-1,0,unknown,no
28,2034,196,technician,single,secondary,no,yes,no,unknown,21,may,1,-1,0,unknown,no
49,3018,93,blue-collar,single,primary,no,yes,no,unknown,15,may,1,-1,0,unknown,no
74,921,394,retired,married,secondary,no,no,no,telephone,17,apr,2,-1,0,unknown,yes
53,483,288,blue-collar,married,secondary,no,yes,no,cellular,3,feb,3,-1,0,unknown,no
46,390,208,self-employed,married,secondary,no,yes,no,cellular,31,jul,2,-1,0,unknown,no
47,0,508,management,married,tertiary,no,no,no,cellular,27,oct,1,-1,0,unknown,yes
42,92,86,blue-collar,single,primary,no,no,no,cellular,30,jul,2,-1,0,unknown,no
56,22196,189,services,married,secondary,no,yes,no,cellular,21,nov,1,-1,0,unknown,no
42,2,249,technician,married,secondary,no,no,no,unknown,29,may,2,-1,0,unknown,no
49,249,450,housemaid,married,primary,no,yes,no,cellular,21,nov,1,-1,0,unknown,no
43,3274,680,unemployed,single,unknown,no,yes,no,cellular,22,may,1,95,1,failure,no
39,5731,175,services,married,secondary,no,yes,no,unknown,20,may,2,-1,0,unknown,no
66,206,479,retired,married,primary,no,no,no,cellular,9,feb,1,-1,0,unknown,yes
30,2325,270,technician,single,tertiary,no,no,no,cellular,5,apr,3,241,4,other,no
38,0,164,management,single,tertiary,no,no,no,cellular,24,jul,1,-1,0,unknown,no
31,1664,158,blue-collar,married,secondary,no,yes,no,cellular,20,apr,1,182,1,success,no
32,3333,50,technician,married,secondary,no,no,no,cellular,8,aug,4,-1,0,unknown,no
48,7020,80,technician,married,secondary,no,no,no,cellular,6,aug,2,-1,0,unknown,no
34,37,45,admin.,married,tertiary,no,no,no,cellular,6,feb,1,-1,0,unknown,no
28,28,220,student,single,secondary,no,no,no,cellular,29,jan,2,-1,0,unknown,no
40,1670,161,admin.,single,secondary,no,yes,no,unknown,18,jun,2,-1,0,unknown,no
36,134,98,entrepreneur,married,secondary,no,no,no,unknown,20,may,1,-1,0,unknown,no
52,603,79,retired,married,secondary,no,no,yes,unknown,9,jun,1,-1,0,unknown,no
46,276,157,admin.,married,primary,no,yes,yes,unknown,6,may,2,-1,0,unknown,no
25,2157,339,technician,single,secondary,no,yes,no,cellular,21,jul,1,-1,0,unknown,no
52,161,274,blue-collar,married,secondary,no,yes,no,unknown,13,may,2,-1,0,unknown,no
40,3658,977,blue-collar,married,primary,no,yes,no,unknown,14,may,1,-1,0,unknown,no
26,-402,127,management,divorced,tertiary,yes,no,yes,unknown,12,may,2,-1,0,unknown,no
26,3342,329,blue-collar,single,primary,no,yes,no,unknown,4,jun,4,-1,0,unknown,no
35,1732,1441,self-employed,single,secondary,no,no,no,telephone,21,nov,3,-1,0,unknown,no
40,263,231,admin.,single,secondary,no,yes,no,unknown,6,may,1,-1,0,unknown,no
31,623,96,management,married,tertiary,no,yes,no,cellular,13,may,2,349,5,failure,no
32,3540,213,admin.,married,secondary,no,yes,no,cellular,18,may,1,178,1,failure,no
33,95,335,admin.,married,secondary,no,yes,no,cellular,30,apr,1,-1,0,unknown,yes
53,765,959,services,divorced,secondary,no,yes,no,cellular,14,may,3,174,7,other,yes
46,-824,429,technician,divorced,secondary,no,yes,no,cellular,7,aug,3,-1,0,unknown,yes
28,5549,383,management,single,tertiary,no,no,no,cellular,28,jul,6,-1,0,unknown,no
31,191,40,blue-collar,married,secondary,no,yes,no,unknown,2,jun,1,-1,0,unknown,no
44,420,110,blue-collar,married,primary,no,yes,no,unknown,7,may,2,-1,0,unknown,no
35,0,326,admin.,married,secondary,no,no,no,unknown,7,may,1,-1,0,unknown,no
50,2706,179,technician,divorced,unknown,no,yes,no,unknown,28,may,3,-1,0,unknown,no
32,4,132,technician,married,secondary,yes,yes,yes,cellular,25,aug,8,-1,0,unknown,no
51,423,95,admin.,married,secondary,no,yes,yes,cellular,16,oct,1,-1,0,unknown,no
51,-892,248,management,married,tertiary,no,yes,yes,cellular,14,aug,2,-1,0,unknown,no
31,-120,100,blue-collar,married,unknown,no,yes,no,cellular,3,feb,3,201,2,failure,no
41,-365,226,admin.,divorced,secondary,no,yes,no,unknown,28,may,10,-1,0,unknown,no
57,27069,174,technician,married,tertiary,no,no,yes,unknown,20,jun,3,-1,0,unknown,no
34,8038,29,management,single,tertiary,no,yes,no,cellular,20,apr,3,152,1,failure,no
47,-938,176,technician,married,secondary,no,yes,no,unknown,28,may,2,-1,0,unknown,no
47,1139,106,admin.,divorced,secondary,no,yes,no,cellular,11,jul,2,-1,0,unknown,no
36,189,136,self-employed,married,secondary,no,yes,no,cellular,19,nov,1,120,1,failure,no
29,19,110,housemaid,single,tertiary,no,no,no,cellular,5,feb,2,64,2,success,yes
39,3663,230,technician,married,secondary,no,no,no,cellular,11,aug,3,-1,0,unknown,no
53,0,140,blue-collar,single,unknown,no,no,no,unknown,12,may,7,-1,0,unknown,no
47,-614,118,blue-collar,married,secondary,yes,yes,no,unknown,26,may,2,-1,0,unknown,no
51,2323,151,technician,divorced,secondary,no,yes,yes,cellular,18,aug,10,-1,0,unknown,no
48,425,693,blue-collar,married,secondary,no,yes,no,telephone,9,jul,2,-1,0,unknown,no
32,5122,31,technician,married,secondary,no,no,no,cellular,13,aug,1,-1,0,unknown,no
36,608,125,management,divorced,tertiary,no,no,no,cellular,26,aug,2,-1,0,unknown,no
50,341,670,unknown,married,primary,no,yes,yes,cellular,20,apr,4,340,2,success,yes
39,607,454,admin.,married,secondary,no,yes,no,cellular,12,may,2,364,3,failure,yes
31,1495,159,blue-collar,married,secondary,no,yes,yes,unknown,23,may,3,-1,0,unknown,no
49,381,504,admin.,married,secondary,no,no,no,cellular,5,aug,2,-1,0,unknown,no
33,385,29,unemployed,divorced,secondary,no,no,no,telephone,27,aug,28,-1,0,unknown,no
26,1274,190,management,single,tertiary,no,yes,no,cellular,1,jun,1,84,1,failure,no
27,362,332,blue-collar,married,secondary,no,yes,no,unknown,14,may,2,-1,0,unknown,no
51,377,143,blue-collar,married,primary,no,yes,no,telephone,3,feb,4,272,1,failure,no
26,802,77,admin.,single,secondary,no,no,no,cellular,30,jan,1,2,2,other,no
45,194,517,admin.,married,secondary,no,no,no,cellular,31,jul,4,-1,0,unknown,no
54,-315,2029,technician,married,secondary,no,no,yes,cellular,10,jul,1,-1,0,unknown,yes
49,1843,269,technician,married,tertiary,no,yes,no,cellular,25,may,1,-1,0,unknown,no
47,-9,457,technician,married,secondary,no,no,no,cellular,14,aug,2,-1,0,unknown,no
42,83,184,housemaid,married,primary,no,no,yes,cellular,7,aug,1,-1,0,unknown,no
50,433,47,entrepreneur,married,tertiary,no,yes,no,cellular,18,may,4,-1,0,unknown,no
37,-107,158,admin.,married,secondary,no,yes,no,unknown,28,may,2,-1,0,unknown,no
54,4503,168,blue-collar,married,primary,no,no,no,telephone,21,nov,3,-1,0,unknown,no
40,51,50,services,married,secondary,no,yes,no,cellular,11,may,1,-1,0,unknown,no
50,961,757,services,married,secondary,no,no,yes,cellular,14,aug,4,-1,0,unknown,no
57,49,93,retired,married,secondary,no,yes,yes,cellular,25,aug,4,-1,0,unknown,no
33,3470,285,technician,married,secondary,no,no,no,cellular,11,aug,2,-1,0,unknown,no
49,-147,390,technician,married,secondary,no,yes,no,cellular,20,apr,1,-1,0,unknown,no
35,0,146,services,married,secondary,no,yes,no,cellular,18,may,2,-1,0,unknown,no
28,0,386,blue-collar,single,secondary,no,yes,no,unknown,28,may,1,-1,0,unknown,no
58,172,145,management,married,tertiary,no,no,no,cellular,19,aug,7,-1,0,unknown,no
31,-407,230,admin.,single,secondary,no,no,yes,cellular,7,jul,1,-1,0,unknown,no
36,649,237,management,divorced,tertiary,no,no,no,cellular,16,jul,2,91,1,failure,no
49,1040,474,blue-collar,single,primary,no,no,no,cellular,8,jul,2,-1,0,unknown,no
30,142,350,unemployed,married,secondary,no,yes,no,unknown,20,may,4,-1,0,unknown,no
29,209,487,services,single,secondary,no,yes,no,cellular,28,jul,7,-1,0,unknown,no
50,3304,1009,management,married,unknown,no,no,no,unknown,5,jun,2,-1,0,unknown,no
26,294,87,student,single,tertiary,no,no,no,cellular,5,mar,1,91,2,success,yes
27,4848,82,housemaid,married,secondary,no,yes,yes,telephone,23,jul,3,-1,0,unknown,no
32,1670,183,blue-collar,single,secondary,no,yes,no,cellular,18,may,1,-1,0,unknown,no
62,367,139,unknown,married,secondary,no,no,no,telephone,2,mar,5,-1,0,unknown,no
34,13683,115,blue-collar,single,secondary,no,yes,no,unknown,3,jun,3,-1,0,unknown,no
25,1420,124,admin.,single,tertiary,no,no,no,cellular,8,apr,2,-1,0,unknown,no
34,340,633,management,single,tertiary,no,yes,no,unknown,3,jun,28,-1,0,unknown,no
44,1679,718,technician,single,secondary,no,no,no,telephone,20,oct,1,-1,0,unknown,yes
38,1198,63,management,married,tertiary,no,yes,no,cellular,2,feb,1,-1,0,unknown,no
57,169,180,admin.,married,secondary,no,no,no,cellular,14,aug,1,106,2,failure,no
36,506,47,self-employed,married,tertiary,no,no,no,cellular,25,aug,1,120,1,failure,no
41,1249,391,entrepreneur,married,secondary,no,yes,no,cellular,9,jul,1,-1,0,unknown,no
36,678,85,management,single,tertiary,no,no,yes,unknown,4,jul,3,-1,0,unknown,no
27,212,373,management,single,tertiary,no,yes,no,cellular,15,may,1,-1,0,unknown,no
37,23,289,technician,divorced,secondary,no,no,no,cellular,20,aug,2,-1,0,unknown,no
47,4402,805,management,single,tertiary,no,no,no,telephone,10,dec,1,190,1,other,yes
31,459,623,services,divorced,primary,no,yes,no,cellular,7,may,1,293,1,success,yes
39,4722,483,self-employed,married,secondary,no,yes,no,unknown,17,jun,1,-1,0,unknown,no
35,1555,26,admin.,divorced,tertiary,no,yes,no,unknown,9,may,2,-1,0,unknown,no
40,61,112,blue-collar,married,secondary,no,yes,no,unknown,7,may,3,-1,0,unknown,no
38,0,213,management,single,tertiary,no,yes,no,cellular,17,nov,2,-1,0,unknown,no
31,3706,129,technician,married,secondary,no,yes,no,cellular,20,nov,1,-1,0,unknown,no
36,1177,330,blue-collar,married,primary,no,no,no,cellular,15,apr,1,311,4,success,yes
53,2096,104,management,married,primary,no,no,no,unknown,9,jun,1,-1,0,unknown,no
59,748,184,blue-collar,married,primary,no,no,no,unknown,29,may,1,-1,0,unknown,no
29,3357,120,management,single,tertiary,no,no,no,cellular,21,jul,3,-1,0,unknown,no
30,3809,159,admin.,single,secondary,no,yes,no,unknown,3,jun,4,-1,0,unknown,no
52,395,391,admin.,married,secondary,no,yes,no,unknown,15,may,3,-1,0,unknown,no
55,1011,112,blue-collar,married,secondary,no,yes,no,cellular,12,aug,2,-1,0,unknown,no
56,420,76,blue-collar,married,primary,no,yes,no,unknown,9,may,1,-1,0,unknown,no
32,76,189,admin.,married,secondary,no,yes,no,unknown,21,may,2,-1,0,unknown,no
24,0,94,blue-collar,married,secondary,no,no,no,unknown,28,may,1,-1,0,unknown,no
51,844,184,blue-collar,married,primary,no,yes,no,unknown,29,may,3,-1,0,unknown,no
36,1318,100,management,married,tertiary,no,yes,no,cellular,7,aug,2,-1,0,unknown,no
36,167,57,technician,married,tertiary,no,yes,no,cellular,28,jan,1,-1,0,unknown,no
42,2187,525,management,married,tertiary,no,yes,no,cellular,17,nov,3,-1,0,unknown,yes
49,14440,60,admin.,married,secondary,no,yes,no,cellular,21,nov,1,-1,0,unknown,no
48,2294,251,management,married,secondary,no,yes,no,unknown,26,may,11,-1,0,unknown,no
36,80,251,management,married,secondary,no,yes,no,unknown,30,may,3,-1,0,unknown,no
48,2537,219,management,married,primary,no,no,no,cellular,26,aug,6,-1,0,unknown,no
30,569,976,technician,married,tertiary,no,no,no,cellular,27,aug,12,-1,0,unknown,yes
27,0,46,management,single,tertiary,yes,no,yes,cellular,8,jul,1,-1,0,unknown,no
38,0,185,entrepreneur,married,tertiary,no,yes,no,cellular,18,nov,3,-1,0,unknown,no
36,12,587,technician,single,secondary,yes,no,no,cellular,12,aug,2,-1,0,unknown,yes
45,49,65,technician,married,secondary,no,no,no,cellular,29,jul,2,-1,0,unknown,no
44,460,491,housemaid,married,tertiary,no,no,no,unknown,17,jun,1,-1,0,unknown,no
42,613,432,technician,married,secondary,no,yes,no,cellular,11,may,2,-1,0,unknown,no
37,7944,102,entrepreneur,married,tertiary,no,no,no,cellular,21,nov,1,-1,0,unknown,no
48,1143,264,blue-collar,married,secondary,no,yes,no,cellular,17,apr,1,317,1,failure,no
57,-464,75,retired,married,primary,no,yes,no,cellular,4,feb,1,190,6,failure,no
44,1989,106,services,married,secondary,no,yes,yes,cellular,20,apr,2,-1,0,unknown,no
48,17,81,technician,married,secondary,no,yes,yes,cellular,17,nov,1,-1,0,unknown,no
56,-1,89,retired,married,primary,no,no,no,cellular,27,aug,23,-1,0,unknown,no
37,1698,95,management,married,tertiary,no,yes,no,unknown,6,jun,2,-1,0,unknown,no
